sample	nil_id	pedigree
PN3_SID199	Zx04102111	Zx.0410_P2_P1_P1.1.1.1
PN3_SID200	Zx04102211	Zx.0410_P2_P2_P1.1.1.1
PN3_SID201	Zx04102212	Zx.0410_P2_P2_P1.2.1.1
PN3_SID202	Zx04102311	Zx.0410_P2_P3_P1.1.1.1
PN3_SID204	Zx04102411	Zx.0410_P2_P4_P1.1.1.1
PN3_SID205	Zx04102412	Zx.0410_P2_P4_P1.2.1.1
PN3_SID206	Zx04102421	Zx.0410_P2_P4_P2.1.1.1
PN3_SID207	Zx04102422	Zx.0410_P2_P4_P2.2.1.1
PN3_SID208	Zx03702111	Zx.0370_P2_P1_P1.1.1.1
PN3_SID209	Zx03702112	Zx.0370_P2_P1_P1.2.1.1
PN3_SID210	Zx03702211	Zx.0370_P2_P2_P1.1.1.1
PN3_SID211	Zx03702212	Zx.0370_P2_P2_P1.2.1.1
PN3_SID212	Zx03702311	Zx.0370_P2_P3_P1.1.1.1
PN3_SID213	Zx03702413	Zx.0370_P2_P4_P1.3.1.1
PN3_SID214	Zx03702511	Zx.0370_P2_P5_P1.1.1.1
PN3_SID215	Zx00401111	Zx.0040_P1_P1_P1.1.1.1
PN3_SID216	Zx00401113	Zx.0040_P1_P1_P1.3.1.1
PN3_SID218	Zx00401411	Zx.0040_P1_P4_P1.1.1.1
PN3_SID219	Zx00401412	Zx.0040_P1_P4_P1.2.1.1
PN3_SID220	Zx01004111	Zx.0100_P4_P1_P1.1.1.1
PN3_SID221	Zx01004112	Zx.0100_P4_P1_P1.2.1.1
PN3_SID222	Zx01004211	Zx.0100_P4_P2_P1.1.1.1
PN3_SID223	Zx01004212	Zx.0100_P4_P2_P1.2.1.1
PN3_SID224	Zx01004311	Zx.0100_P4_P3_P1.1.1.1
PN3_SID225	Zx01004312	Zx.0100_P4_P3_P1.2.1.1
PN3_SID226	Zx01004411	Zx.0100_P4_P4_P1.1.1.1
PN3_SID227	Zx01004412	Zx.0100_P4_P4_P1.2.1.1
PN3_SID228	Zx01004511	Zx.0100_P4_P5_P1.1.1.1
PN3_SID229	Zx01004512	Zx.0100_P4_P5_P1.2.1.1
PN3_SID230	Zx00104112	Zx.0010_P4_P1_P1.2.1.1
PN3_SID231	Zx00104311	Zx.0010_P4_P3_P1.1.1.1
PN3_SID232	Zx00104313	Zx.0010_P4_P3_P1.3.1.1
PN3_SID233	Zx00104411	Zx.0010_P4_P4_P1.1.1.1
PN3_SID234	Zx00104412	Zx.0010_P4_P4_P1.2.1.1
PN3_SID235	Zx00104421	Zx.0010_P4_P4_P2.1.1.1
PN3_SID237	Zx00104424	Zx.0010_P4_P4_P2.4.1.1
PN3_SID238	Zx02202112	Zx.0220_P2_P1_P1.2.1.1
PN3_SID239	Zx02202121	Zx.0220_P2_P1_P2.1.1.1
PN3_SID240	Zx02202123	Zx.0220_P2_P1_P2.3.1.1
PN3_SID241	Zx02202212	Zx.0220_P2_P2_P1.2.1.1
PN3_SID242	Zx02202223	Zx.0220_P2_P2_P2.3.1.1
PN3_SID243	Zx02202311	Zx.0220_P2_P3_P1.1.1.1
PN3_SID244	Zx02202312	Zx.0220_P2_P3_P1.2.1.1
PN3_SID245	Zx02202322	Zx.0220_P2_P3_P2.2.1.1
PN3_SID246	Zx02202411	Zx.0220_P2_P4_P1.1.1.1
PN3_SID247	Zx02202511	Zx.0220_P2_P5_P1.1.1.1
PN3_SID248	Zx02202512	Zx.0220_P2_P5_P1.2.1.1
PN3_SID249	Zx02202513	Zx.0220_P2_P5_P1.3.1.1
PN3_SID250	Zx01301111	Zx.0130_P1_P1_P1.1.1.1
PN3_SID251	Zx01301211	Zx.0130_P1_P2_P1.1.1.1
PN3_SID252	Zx01301212	Zx.0130_P1_P2_P1.2.1.1
PN3_SID253	Zx01301311	Zx.0130_P1_P3_P1.1.1.1
PN3_SID254	Zx01301312	Zx.0130_P1_P3_P1.2.1.1
PN3_SID256	Zx00801111	Zx.0080_P1_P1_P1.1.1.1
PN3_SID257	Zx00801211	Zx.0080_P1_P2_P1.1.1.1
PN3_SID258	Zx00801213	Zx.0080_P1_P2_P1.3.1.1
PN3_SID259	Zx00801311	Zx.0080_P1_P3_P1.1.1.1
PN3_SID260	Zx00801411	Zx.0080_P1_P4_P1.1.1.1
PN3_SID261	Zx01902212	Zx.0190_P2_P2_P1.2.1.1
PN3_SID262	Zx01902411	Zx.0190_P2_P4_P1.1.1.1
PN3_SID263	Zx01902512	Zx.0190_P2_P5_P1.2.1.1
PN3_SID264	Zx01602112	Zx.0160_P2_P1_P1.2.1.1
PN3_SID265	Zx01602121	Zx.0160_P2_P1_P2.1.1.1
PN3_SID266	Zx01602122	Zx.0160_P2_P1_P2.2.1.1
PN3_SID267	Zx01602211	Zx.0160_P2_P2_P1.1.1.1
PN3_SID268	Zx01602212	Zx.0160_P2_P2_P1.2.1.1
PN3_SID269	Zx01602311	Zx.0160_P2_P3_P1.1.1.1
PN3_SID270	Zx01602312	Zx.0160_P2_P3_P1.2.1.1
PN3_SID271	Zx01602321	Zx.0160_P2_P3_P2.1.1.1
PN3_SID272	Zx01602322	Zx.0160_P2_P3_P2.2.1.1
PN3_SID273	Zx01602411	Zx.0160_P2_P4_P1.1.1.1
PN3_SID274	Zx01602412	Zx.0160_P2_P4_P1.2.1.1
PN3_SID275	Zx01602512	Zx.0160_P2_P5_P1.2.1.1
PN3_SID276	Zx01602521	Zx.0160_P2_P5_P2.1.1.1
PN3_SID277	Zx01602522	Zx.0160_P2_P5_P2.2.1.1
PN3_SID278	Zx00902113	Zx.0090_P2_P1_P1.3.1.1
PN3_SID279	Zx00902121	Zx.0090_P2_P1_P2.1.1.1
PN3_SID280	Zx00902122	Zx.0090_P2_P1_P2.2.1.1
PN3_SID281	Zx00902211	Zx.0090_P2_P2_P1.1.1.1
PN3_SID282	Zx00902212	Zx.0090_P2_P2_P1.2.1.1
PN3_SID283	Zx00902221	Zx.0090_P2_P2_P2.1.1.1
PN3_SID284	Zx00902222	Zx.0090_P2_P2_P2.2.1.1
PN3_SID285	Zx00902312	Zx.0090_P2_P3_P1.2.1.1
PN3_SID286	Zx00902411	Zx.0090_P2_P4_P1.1.1.1
PN3_SID287	Zx00902412	Zx.0090_P2_P4_P1.2.1.1
PN3_SID288	Zx00902511	Zx.0090_P2_P5_P1.1.1.1
PN4_SID289	Zx00902512	Zx.0090_P2_P5_P1.2.1.1
PN4_SID290	Zx03402111	Zx.0340_P2_P1_P1.1.1.1
PN4_SID291	Zx03402112	Zx.0340_P2_P1_P1.2.1.1
PN4_SID292	Zx03402121	Zx.0340_P2_P1_P2.1.1.1
PN4_SID293	Zx03402122	Zx.0340_P2_P1_P2.2.1.1
PN4_SID294	Zx03402212	Zx.0340_P2_P2_P1.2.1.1
PN4_SID295	Zx03402221	Zx.0340_P2_P2_P2.1.1.1
PN4_SID296	Zx03402222	Zx.0340_P2_P2_P2.2.1.1
PN4_SID297	Zx03402411	Zx.0340_P2_P4_P1.1.1.1
PN4_SID298	Zx03402421	Zx.0340_P2_P4_P2.1.1.1
PN4_SID299	Zx03402422	Zx.0340_P2_P4_P2.2.1.1
PN4_SID300	Zx01402111	Zx.0140_P2_P1_P1.1.1.1
PN4_SID301	Zx01402112	Zx.0140_P2_P1_P1.2.1.1
PN4_SID302	Zx01402211	Zx.0140_P2_P2_P1.1.1.1
PN4_SID303	Zx01402212	Zx.0140_P2_P2_P1.2.1.1
PN4_SID304	Zx01402311	Zx.0140_P2_P3_P1.1.1.1
PN4_SID305	Zx01402312	Zx.0140_P2_P3_P1.2.1.1
PN4_SID306	Zx01402411	Zx.0140_P2_P4_P1.1.1.1
PN4_SID307	Zx01402412	Zx.0140_P2_P4_P1.2.1.1
PN4_SID308	Zx01402511	Zx.0140_P2_P5_P1.1.1.1
PN4_SID309	Zx01502111	Zx.0150_P2_P1_P1.1.1.1
PN4_SID310	Zx01502112	Zx.0150_P2_P1_P1.2.1.1
PN4_SID311	Zx01502211	Zx.0150_P2_P2_P1.1.1.1
PN4_SID312	Zx01502212	Zx.0150_P2_P2_P1.2.1.1
PN4_SID313	Zx01502311	Zx.0150_P2_P3_P1.1.1.1
PN4_SID314	Zx01502313	Zx.0150_P2_P3_P1.3.1.1
PN4_SID315	Zx01502411	Zx.0150_P2_P4_P1.1.1.1
PN4_SID316	Zx01502412	Zx.0150_P2_P4_P1.2.1.1
PN4_SID317	Zx01502511	Zx.0150_P2_P5_P1.1.1.1
PN4_SID318	Zx01502512	Zx.0150_P2_P5_P1.2.1.1
PN4_SID319	Zx00302111	Zx.0030_P2_P1_P1.1.1.1
PN4_SID320	Zx00302121	Zx.0030_P2_P1_P2.1.1.1
PN4_SID321	Zx00302122	Zx.0030_P2_P1_P2.2.1.1
PN4_SID322	Zx00302212	Zx.0030_P2_P2_P1.2.1.1
PN4_SID323	Zx00302221	Zx.0030_P2_P2_P2.1.1.1
PN4_SID324	Zx00302222	Zx.0030_P2_P2_P2.2.1.1
PN4_SID325	Zx00302312	Zx.0030_P2_P3_P1.2.1.1
PN4_SID327	Zx00302322	Zx.0030_P2_P3_P2.2.1.1
PN4_SID328	Zx00302411	Zx.0030_P2_P4_P1.1.1.1
PN4_SID329	Zx00302412	Zx.0030_P2_P4_P1.2.1.1
PN4_SID330	Zx00302421	Zx.0030_P2_P4_P2.1.1.1
PN4_SID331	Zx00302422	Zx.0030_P2_P4_P2.2.1.1
PN4_SID332	Zx00302511	Zx.0030_P2_P5_P1.1.1.1
PN4_SID333	Zx00203113	Zx.0020_P3_P1_P1.3.1.1
PN4_SID334	Zx00203121	Zx.0020_P3_P1_P2.1.1.1
PN4_SID335	Zx00203122	Zx.0020_P3_P1_P2.2.1.1
PN4_SID336	Zx00203312	Zx.0020_P3_P3_P1.2.1.1
PN4_SID337	Zx00203322	Zx.0020_P3_P3_P2.2.1.1
PN4_SID338	Zx00203412	Zx.0020_P3_P4_P1.2.1.1
PN4_SID339	Zx00203422	Zx.0020_P3_P4_P2.2.1.1
PN4_SID340	Zx00203512	Zx.0020_P3_P5_P1.2.1.1
PN4_SID341	Zx05002123	Zx.0500_P2_P1_P2.3.1.1
PN4_SID342	Zx05002211	Zx.0500_P2_P2_P1.1.1.1
PN4_SID343	Zx05002212	Zx.0500_P2_P2_P1.2.1.1
PN4_SID344	Zx05002221	Zx.0500_P2_P2_P2.1.1.1
PN4_SID345	Zx05002222	Zx.0500_P2_P2_P2.2.1.1
PN4_SID346	Zx05002311	Zx.0500_P2_P3_P1.1.1.1
PN4_SID347	Zx05002312	Zx.0500_P2_P3_P1.2.1.1
PN4_SID348	Zx05002321	Zx.0500_P2_P3_P2.1.1.1
PN4_SID349	Zx05002323	Zx.0500_P2_P3_P2.3.1.1
PN4_SID350	Zx05002511	Zx.0500_P2_P5_P1.1.1.1
PN4_SID351	Zx05002512	Zx.0500_P2_P5_P1.2.1.1
PN4_SID352	Zx05602111	Zx.0560_P2_P1_P1.1.1.1
PN4_SID353	Zx05602131	Zx.0560_P2_P1_P3.1.1.1
PN4_SID354	Zx05602141	Zx.0560_P2_P1_P4.1.1.1
PN4_SID355	Zx05602211	Zx.0560_P2_P2_P1.1.1.1
PN4_SID356	Zx05602221	Zx.0560_P2_P2_P2.1.1.1
PN4_SID357	Zx05602311	Zx.0560_P2_P3_P1.1.1.1
PN4_SID358	Zx05602312	Zx.0560_P2_P3_P1.2.1.1
PN4_SID359	Zx05602321	Zx.0560_P2_P3_P2.1.1.1
PN4_SID360	Zx05602324	Zx.0560_P2_P3_P2.4.1.1
PN4_SID361	Zx05602331	Zx.0560_P2_P3_P3.1.1.1
PN4_SID362	Zx05602332	Zx.0560_P2_P3_P3.2.1.1
PN4_SID363	Zx05602341	Zx.0560_P2_P3_P4.1.1.1
PN4_SID364	Zx05602342	Zx.0560_P2_P3_P4.2.1.1
PN4_SID365	Zx05602353	Zx.0560_P2_P3_P5.3.1.1
PN4_SID366	Zx05602511	Zx.0560_P2_P5_P1.1.1.1
PN4_SID367	Zx05602512	Zx.0560_P2_P5_P1.2.1.1
PN4_SID368	Zx05602521	Zx.0560_P2_P5_P2.1.1.1
PN4_SID369	Zx05602523	Zx.0560_P2_P5_P2.3.1.1
PN4_SID370	Zx05602532	Zx.0560_P2_P5_P3.2.1.1
PN4_SID371	Zx05602534	Zx.0560_P2_P5_P3.4.1.1
PN4_SID372	Zx05602541	Zx.0560_P2_P5_P4.1.1.1
PN4_SID374	Zx05602544	Zx.0560_P2_P5_P4.4.1.1
PN4_SID375	Zx05604111	Zx.0560_P4_P1_P1.1.1.1
PN4_SID376	Zx05604113	Zx.0560_P4_P1_P1.3.1.1
PN4_SID377	Zx05604121	Zx.0560_P4_P1_P2.1.1.1
PN4_SID378	Zx05604123	Zx.0560_P4_P1_P2.3.1.1
PN4_SID379	Zx05604131	Zx.0560_P4_P1_P3.1.1.1
PN4_SID380	Zx05604132	Zx.0560_P4_P1_P3.2.1.1
PN4_SID381	Zx05604141	Zx.0560_P4_P1_P4.1.1.1
PN4_SID382	Zx05604211	Zx.0560_P4_P2_P1.1.1.1
PN4_SID383	Zx05604215	Zx.0560_P4_P2_P1.5.1.1
PN4_SID384	Zx05604222	Zx.0560_P4_P2_P2.2.1.1
PN5_SID385	Zx05604224	Zx.0560_P4_P2_P2.4.1.1
PN5_SID386	Zx05604311	Zx.0560_P4_P3_P1.1.1.1
PN5_SID387	Zx05604312	Zx.0560_P4_P3_P1.2.1.1
PN5_SID388	Zx05604323	Zx.0560_P4_P3_P2.3.1.1
PN5_SID389	Zx05604324	Zx.0560_P4_P3_P2.4.1.1
PN5_SID390	Zx05604331	Zx.0560_P4_P3_P3.1.1.1
PN5_SID391	Zx05604332	Zx.0560_P4_P3_P3.2.1.1
PN5_SID392	Zx05604341	Zx.0560_P4_P3_P4.1.1.1
PN5_SID393	Zx05604343	Zx.0560_P4_P3_P4.3.1.1
PN5_SID394	Zx05604351	Zx.0560_P4_P3_P5.1.1.1
PN5_SID395	Zx05604352	Zx.0560_P4_P3_P5.2.1.1
PN5_SID396	Zx05604415	Zx.0560_P4_P4_P1.5.1.1
PN5_SID397	Zx05604421	Zx.0560_P4_P4_P2.1.1.1
PN5_SID398	Zx05604423	Zx.0560_P4_P4_P2.3.1.1
PN5_SID399	Zx05604432	Zx.0560_P4_P4_P3.2.1.1
PN5_SID400	Zx05604433	Zx.0560_P4_P4_P3.3.1.1
PN5_SID401	Zx05604441	Zx.0560_P4_P4_P4.1.1.1
PN5_SID402	Zx05604442	Zx.0560_P4_P4_P4.2.1.1
PN5_SID403	Zx05604451	Zx.0560_P4_P4_P5.1.1.1
PN5_SID404	Zx05604511	Zx.0560_P4_P5_P1.1.1.1
PN5_SID405	Zx05501121	Zx.0550_P1_P1_P2.1.1.1
PN5_SID406	Zx05501131	Zx.0550_P1_P1_P3.1.1.1
PN5_SID407	Zx05501211	Zx.0550_P1_P2_P1.1.1.1
PN5_SID408	Zx05501231	Zx.0550_P1_P2_P3.1.1.1
PN5_SID409	Zx05501241	Zx.0550_P1_P2_P4.1.1.1
PN5_SID410	Zx05501311	Zx.0550_P1_P3_P1.1.1.1
PN5_SID411	Zx05501412	Zx.0550_P1_P4_P1.2.1.1
PN5_SID412	Zx05501421	Zx.0550_P1_P4_P2.1.1.1
PN5_SID413	Zx05501422	Zx.0550_P1_P4_P2.2.1.1
PN5_SID414	Zx05501511	Zx.0550_P1_P5_P1.1.1.1
PN5_SID415	Zx05501512	Zx.0550_P1_P5_P1.2.1.1
PN5_SID416	Zx05501521	Zx.0550_P1_P5_P2.1.1.1
PN5_SID417	Zx05501522	Zx.0550_P1_P5_P2.2.1.1
PN5_SID418	Zx05504111	Zx.0550_P4_P1_P1.1.1.1
PN5_SID419	Zx05504112	Zx.0550_P4_P1_P1.2.1.1
PN5_SID420	Zx05504121	Zx.0550_P4_P1_P2.1.1.1
PN5_SID421	Zx05504122	Zx.0550_P4_P1_P2.2.1.1
PN5_SID422	Zx05504131	Zx.0550_P4_P1_P3.1.1.1
PN5_SID423	Zx05504132	Zx.0550_P4_P1_P3.2.1.1
PN5_SID424	Zx05504142	Zx.0550_P4_P1_P4.2.1.1
PN5_SID425	Zx05504143	Zx.0550_P4_P1_P4.3.1.1
PN5_SID426	Zx05504223	Zx.0550_P4_P2_P2.3.1.1
PN5_SID427	Zx05504225	Zx.0550_P4_P2_P2.5.1.1
PN5_SID428	Zx05504231	Zx.0550_P4_P2_P3.1.1.1
PN5_SID430	Zx05504233	Zx.0550_P4_P2_P3.3.1.1
PN5_SID431	Zx05504234	Zx.0550_P4_P2_P3.4.1.1
PN5_SID432	Zx05504241	Zx.0550_P4_P2_P4.1.1.1
PN5_SID433	Zx05504242	Zx.0550_P4_P2_P4.2.1.1
PN5_SID434	Zx05504311	Zx.0550_P4_P3_P1.1.1.1
PN5_SID435	Zx05504322	Zx.0550_P4_P3_P2.2.1.1
PN5_SID436	Zx05504323	Zx.0550_P4_P3_P2.3.1.1
PN5_SID437	Zx05504333	Zx.0550_P4_P3_P3.3.1.1
PN5_SID438	Zx05504341	Zx.0550_P4_P3_P4.1.1.1
PN5_SID439	Zx05504342	Zx.0550_P4_P3_P4.2.1.1
PN5_SID440	Zx05504352	Zx.0550_P4_P3_P5.2.1.1
PN5_SID441	Zx05504353	Zx.0550_P4_P3_P5.3.1.1
PN5_SID443	Zx05504411	Zx.0550_P4_P4_P1.1.1.1
PN5_SID444	Zx05504412	Zx.0550_P4_P4_P1.2.1.1
PN5_SID446	Zx05504423	Zx.0550_P4_P4_P2.3.1.1
PN5_SID447	Zx05504431	Zx.0550_P4_P4_P3.1.1.1
PN5_SID448	Zx05504432	Zx.0550_P4_P4_P3.2.1.1
PN5_SID449	Zx05504441	Zx.0550_P4_P4_P4.1.1.1
PN5_SID450	Zx05504443	Zx.0550_P4_P4_P4.3.1.1
PN5_SID451	Zx05504444	Zx.0550_P4_P4_P4.4.1.1
PN5_SID452	Zx05504451	Zx.0550_P4_P4_P5.1.1.1
PN5_SID453	Zx05504452	Zx.0550_P4_P4_P5.2.1.1
PN5_SID454	Zx05504461	Zx.0550_P4_P4_P6.1.1.1
PN5_SID455	Zx05504462	Zx.0550_P4_P4_P6.2.1.1
PN5_SID456	Zx05504512	Zx.0550_P4_P5_P1.2.1.1
PN5_SID457	Zx05504513	Zx.0550_P4_P5_P1.3.1.1
PN5_SID458	Zx05504521	Zx.0550_P4_P5_P2.1.1.1
PN5_SID459	Zx05504522	Zx.0550_P4_P5_P2.2.1.1
PN5_SID460	Zx05504531	Zx.0550_P4_P5_P3.1.1.1
PN5_SID461	Zx05504532	Zx.0550_P4_P5_P3.2.1.1
PN5_SID462	Zx05504541	Zx.0550_P4_P5_P4.1.1.1
PN5_SID463	Zx05504542	Zx.0550_P4_P5_P4.2.1.1
PN5_SID464	Zx05403112	Zx.0540_P3_P1_P1.2.1.1
PN5_SID465	Zx05403113	Zx.0540_P3_P1_P1.3.1.1
PN5_SID466	Zx05403121	Zx.0540_P3_P1_P2.1.1.1
PN5_SID467	Zx05403122	Zx.0540_P3_P1_P2.2.1.1
PN5_SID469	Zx05403132	Zx.0540_P3_P1_P3.2.1.1
PN5_SID470	Zx05403133	Zx.0540_P3_P1_P3.3.1.1
PN5_SID471	Zx05403212	Zx.0540_P3_P2_P1.2.1.1
PN5_SID472	Zx05403213	Zx.0540_P3_P2_P1.3.1.1
PN5_SID473	Zx05403222	Zx.0540_P3_P2_P2.2.1.1
PN5_SID474	Zx05403223	Zx.0540_P3_P2_P2.3.1.1
PN5_SID475	Zx05403311	Zx.0540_P3_P3_P1.1.1.1
PN5_SID476	Zx05403312	Zx.0540_P3_P3_P1.2.1.1
PN5_SID477	Zx05403321	Zx.0540_P3_P3_P2.1.1.1
PN5_SID479	Zx05403323	Zx.0540_P3_P3_P2.3.1.1
PN5_SID480	Zx05403324	Zx.0540_P3_P3_P2.4.1.1
PN6_SID481	Zx05403331	Zx.0540_P3_P3_P3.1.1.1
PN6_SID482	Zx05403332	Zx.0540_P3_P3_P3.2.1.1
PN6_SID483	Zx05403341	Zx.0540_P3_P3_P4.1.1.1
PN6_SID484	Zx05403352	Zx.0540_P3_P3_P5.2.1.1
PN6_SID485	Zx05403354	Zx.0540_P3_P3_P5.4.1.1
PN6_SID486	Zx05403411	Zx.0540_P3_P4_P1.1.1.1
PN6_SID487	Zx05403412	Zx.0540_P3_P4_P1.2.1.1
PN6_SID488	Zx05403421	Zx.0540_P3_P4_P2.1.1.1
PN6_SID489	Zx05403423	Zx.0540_P3_P4_P2.3.1.1
PN6_SID490	Zx05403434	Zx.0540_P3_P4_P3.4.1.1
PN6_SID491	Zx05403435	Zx.0540_P3_P4_P3.5.1.1
PN6_SID492	Zx05403443	Zx.0540_P3_P4_P4.3.1.1
PN6_SID493	Zx05403444	Zx.0540_P3_P4_P4.4.1.1
PN6_SID494	Zx05403452	Zx.0540_P3_P4_P5.2.1.1
PN6_SID495	Zx05403453	Zx.0540_P3_P4_P5.3.1.1
PN6_SID496	Zx05403511	Zx.0540_P3_P5_P1.1.1.1
PN6_SID497	Zx05403512	Zx.0540_P3_P5_P1.2.1.1
PN6_SID498	Zx05403522	Zx.0540_P3_P5_P2.2.1.1
PN6_SID499	Zx05403525	Zx.0540_P3_P5_P2.5.1.1
PN6_SID500	Zx05403532	Zx.0540_P3_P5_P3.2.1.1
PN6_SID501	Zx05403542	Zx.0540_P3_P5_P4.2.1.1
PN6_SID502	Zx05403545	Zx.0540_P3_P5_P4.5.1.1
PN6_SID503	Zx05403561	Zx.0540_P3_P5_P6.1.1.1
PN6_SID504	Zx05403562	Zx.0540_P3_P5_P6.2.1.1
PN6_SID505	Zx05403564	Zx.0540_P3_P5_P6.4.1.1
PN6_SID506	Zx04401111	Zx.0440_P1_P1_P1.1.1.1
PN6_SID507	Zx04401113	Zx.0440_P1_P1_P1.3.1.1
PN6_SID508	Zx04401211	Zx.0440_P1_P2_P1.1.1.1
PN6_SID509	Zx04401312	Zx.0440_P1_P3_P1.2.1.1
PN6_SID510	Zx04401313	Zx.0440_P1_P3_P1.3.1.1
PN6_SID511	Zx04401411	Zx.0440_P1_P4_P1.1.1.1
PN6_SID512	Zx04401511	Zx.0440_P1_P5_P1.1.1.1
PN6_SID513	Zx04401512	Zx.0440_P1_P5_P1.2.1.1
PN6_SID514	Zx04401513	Zx.0440_P1_P5_P1.3.1.1
PN6_SID515	Zx04402112	Zx.0440_P2_P1_P1.2.1.1
PN6_SID516	Zx04402211	Zx.0440_P2_P2_P1.1.1.1
PN6_SID517	Zx04402212	Zx.0440_P2_P2_P1.2.1.1
PN6_SID518	Zx04402311	Zx.0440_P2_P3_P1.1.1.1
PN6_SID519	Zx04402312	Zx.0440_P2_P3_P1.2.1.1
PN6_SID520	Zx04402411	Zx.0440_P2_P4_P1.1.1.1
PN6_SID521	Zx04402412	Zx.0440_P2_P4_P1.2.1.1
PN6_SID522	Zx04402512	Zx.0440_P2_P5_P1.2.1.1
PN6_SID523	Zd00302111	Zd.0030_P2_P1_P1.1.1.1
PN6_SID524	Zd00302112	Zd.0030_P2_P1_P1.2.1.1
PN6_SID525	Zd00302113	Zd.0030_P2_P1_P1.3.1.1
PN6_SID526	Zd00302115	Zd.0030_P2_P1_P1.5.1.1
PN6_SID527	Zd00302121	Zd.0030_P2_P1_P2.1.1.1
PN6_SID528	Zd00302122	Zd.0030_P2_P1_P2.2.1.1
PN6_SID529	Zd00302124	Zd.0030_P2_P1_P2.4.1.1
PN6_SID531	Zd00302132	Zd.0030_P2_P1_P3.2.1.1
PN6_SID532	Zd00302133	Zd.0030_P2_P1_P3.3.1.1
PN6_SID533	Zd00302134	Zd.0030_P2_P1_P3.4.1.1
PN6_SID534	Zd00302211	Zd.0030_P2_P2_P1.1.1.1
PN6_SID535	Zd00302212	Zd.0030_P2_P2_P1.2.1.1
PN6_SID536	Zd00302213	Zd.0030_P2_P2_P1.3.1.1
PN6_SID537	Zd00302214	Zd.0030_P2_P2_P1.4.1.1
PN6_SID538	Zd00302223	Zd.0030_P2_P2_P2.3.1.1
PN6_SID539	Zd00302225	Zd.0030_P2_P2_P2.5.1.1
PN6_SID540	Zd00302231	Zd.0030_P2_P2_P3.1.1.1
PN6_SID541	Zd00302232	Zd.0030_P2_P2_P3.2.1.1
PN6_SID542	Zd00302233	Zd.0030_P2_P2_P3.3.1.1
PN6_SID543	Zd00302234	Zd.0030_P2_P2_P3.4.1.1
PN6_SID544	Zd00302244	Zd.0030_P2_P2_P4.4.1.1
PN6_SID545	Zd00302245	Zd.0030_P2_P2_P4.5.1.1
PN6_SID546	Zd00302311	Zd.0030_P2_P3_P1.1.1.1
PN6_SID547	Zd00302312	Zd.0030_P2_P3_P1.2.1.1
PN6_SID548	Zd00302313	Zd.0030_P2_P3_P1.3.1.1
PN6_SID549	Zd00302321	Zd.0030_P2_P3_P2.1.1.1
PN6_SID550	Zd00302322	Zd.0030_P2_P3_P2.2.1.1
PN6_SID551	Zd00302323	Zd.0030_P2_P3_P2.3.1.1
PN6_SID552	Zd00302324	Zd.0030_P2_P3_P2.4.1.1
PN6_SID553	Zd00302331	Zd.0030_P2_P3_P3.1.1.1
PN6_SID554	Zd00302334	Zd.0030_P2_P3_P3.4.1.1
PN6_SID555	Zd00302335	Zd.0030_P2_P3_P3.5.1.1
PN6_SID556	Zd00302411	Zd.0030_P2_P4_P1.1.1.1
PN6_SID557	Zd00302412	Zd.0030_P2_P4_P1.2.1.1
PN6_SID558	Zd00302413	Zd.0030_P2_P4_P1.3.1.1
PN6_SID559	Zd00302421	Zd.0030_P2_P4_P2.1.1.1
PN6_SID560	Zd00302422	Zd.0030_P2_P4_P2.2.1.1
PN6_SID561	Zd00302423	Zd.0030_P2_P4_P2.3.1.1
PN6_SID562	Zd00302424	Zd.0030_P2_P4_P2.4.1.1
PN6_SID563	Zd00302432	Zd.0030_P2_P4_P3.2.1.1
PN6_SID564	Zd00302433	Zd.0030_P2_P4_P3.3.1.1
PN6_SID565	Zd00302434	Zd.0030_P2_P4_P3.4.1.1
PN6_SID566	Zd00302441	Zd.0030_P2_P4_P4.1.1.1
PN6_SID567	Zd00302442	Zd.0030_P2_P4_P4.2.1.1
PN6_SID568	Zd00302443	Zd.0030_P2_P4_P4.3.1.1
PN6_SID569	Zd00302444	Zd.0030_P2_P4_P4.4.1.1
PN6_SID570	Zd00302451	Zd.0030_P2_P4_P5.1.1.1
PN6_SID571	Zd00302452	Zd.0030_P2_P4_P5.2.1.1
PN6_SID572	Zd00302453	Zd.0030_P2_P4_P5.3.1.1
PN6_SID573	Zd00302454	Zd.0030_P2_P4_P5.4.1.1
PN6_SID574	Zd00302511	Zd.0030_P2_P5_P1.1.1.1
PN6_SID575	Zd00302512	Zd.0030_P2_P5_P1.2.1.1
PN7_SID577	Zd00302514	Zd.0030_P2_P5_P1.4.1.1
PN7_SID578	Zd00302515	Zd.0030_P2_P5_P1.5.1.1
PN7_SID579	Zd00302521	Zd.0030_P2_P5_P2.1.1.1
PN7_SID580	Zd00302522	Zd.0030_P2_P5_P2.2.1.1
PN7_SID581	Zd00302523	Zd.0030_P2_P5_P2.3.1.1
PN7_SID582	Zd00302531	Zd.0030_P2_P5_P3.1.1.1
PN7_SID584	Zd00302534	Zd.0030_P2_P5_P3.4.1.1
PN7_SID585	Zd00302541	Zd.0030_P2_P5_P4.1.1.1
PN7_SID586	Zd00302542	Zd.0030_P2_P5_P4.2.1.1
PN7_SID587	Zd00302551	Zd.0030_P2_P5_P5.1.1.1
PN7_SID588	Zd00302552	Zd.0030_P2_P5_P5.2.1.1
PN7_SID589	Zd00302553	Zd.0030_P2_P5_P5.3.1.1
PN7_SID590	Zd00401111	Zd.0040_P1_P1_P1.1.1.1
